"","GeneID","Cluster"
"924","Ndufs4","cluster4"
"925","Eif5","cluster4"
"926","Sypl","cluster4"
"927","Sept7","cluster4"
"928","Rer1","cluster4"
"929","Ctbp1","cluster4"
"930","Mapre1","cluster4"
"931","Mrps18c","cluster4"
"932","Eif1b","cluster4"
"933","Mtpn","cluster4"
"934","Atf4","cluster4"
"935","Asnsd1","cluster4"
"936","Rnasek","cluster4"
"937","Atox1","cluster4"
"938","Atp6v1f","cluster4"
"939","Igsf6","cluster4"
"940","2400001E08Rik","cluster4"
"941","Commd1","cluster4"
"942","Znhit1","cluster4"
"943","Rab14","cluster4"
"944","Rab5c","cluster4"
"945","Bud31","cluster4"
"946","Lmnb1","cluster4"
"947","Yeats4","cluster4"
"948","Nin","cluster4"
"949","Pafah1b1","cluster4"
"950","Prkar1a","cluster4"
"951","Fgfr1op2","cluster4"
"952","Atp6v0d1","cluster4"
"953","Atxn7l3b","cluster4"
"954","Chmp4b","cluster4"
"955","Stag2","cluster4"
"956","Trappc6b","cluster4"
"957","Stk24","cluster4"
"958","Pgp","cluster4"
"959","Slbp","cluster4"
"960","Rrm2","cluster4"
"961","1700020L24Rik","cluster4"
"962","Lypla1","cluster4"
"963","Atf1","cluster4"
"964","Pcbd2","cluster4"
"965","Hn1","cluster4"
"966","Arl6ip1","cluster4"
"967","Tubb4b","cluster4"
"968","Bub3","cluster4"
"969","2310061C15Rik","cluster4"
"970","Birc5","cluster4"
"971","Cdca3","cluster4"
"972","Cdca8","cluster4"
"973","Spc24","cluster4"
"974","1190002F15Rik","cluster4"
"975","2900092E17Rik","cluster4"
"976","Gltp","cluster4"
"977","2810417H13Rik","cluster4"
"978","Mki67","cluster4"
"979","H2afx","cluster4"
"980","Top2a","cluster4"
"981","Smc2","cluster4"
"982","Tmpo","cluster4"
"983","Hist1h2ao","cluster4"
"984","Hist1h2ae","cluster4"
"985","Chic2","cluster4"
"986","Mff","cluster4"
"987","1810046J19Rik","cluster4"
"988","Clint1","cluster4"
"989","Sys1","cluster4"
"990","Eif4ebp1","cluster4"
"991","Gemin7","cluster4"
"992","Fam103a1","cluster4"
"993","Ech1","cluster4"
"994","Ncoa4","cluster4"
"995","Pdcd6","cluster4"
"996","Rsu1","cluster4"
"997","Eif4a2","cluster4"
"998","Rhob","cluster4"
"999","Stxbp2","cluster4"
"1000","Dctn3","cluster4"
"1001","Ncor1","cluster4"
"1002","Gm1821","cluster4"
"1003","Frg1","cluster4"
"1004","Rab11b","cluster4"
"1005","Arpc1a","cluster4"
"1006","Spag7","cluster4"
"1007","Sp110","cluster4"
"1008","Pitpna","cluster4"
"1009","Sugt1","cluster4"
"1010","Rab8a","cluster4"
"1011","Sirt7","cluster4"
"1012","Sf3b1","cluster4"
"1013","Ubxn1","cluster4"
"1014","Dnajb6","cluster4"
"1015","Ywhae","cluster4"
"1016","Mrfap1","cluster4"
"1017","Srsf3","cluster4"
"1018","Hnrnpu","cluster4"
"1019","Snrpb","cluster4"
"1020","Ran","cluster4"
"1021","Hint1","cluster4"
"1022","Snrpd1","cluster4"
"1023","Atp5o","cluster4"
"1024","Hnrnpa3","cluster4"
"1025","Pcbp1","cluster4"
"1026","1810027O10Rik","cluster4"
"1027","Cycs","cluster4"
"1028","Rps27l","cluster4"
"1029","Atpif1","cluster4"
"1030","Lsm6","cluster4"
"1031","Dbi","cluster4"
"1032","Ndufb10","cluster4"
"1033","Ndufv2","cluster4"
"1034","Psmb5","cluster4"
"1035","Tmed10","cluster4"
"1036","Psma6","cluster4"
"1037","Mrpl51","cluster4"
"1038","Banf1","cluster4"
"1039","Stra13","cluster4"
"1040","Lsm3","cluster4"
"1041","Cks1b","cluster4"
"1042","Hdgf","cluster4"
"1043","Mrp63","cluster4"
"1044","Smc1a","cluster4"
"1045","Morf4l1","cluster4"
"1046","Lamp1","cluster4"
"1047","Tmem14c","cluster4"
"1048","U2af1","cluster4"
"1049","Tpi1","cluster4"
"1050","Psmb2","cluster4"
"1051","Vdac1","cluster4"
"1052","Ndufa11","cluster4"
"1053","Mrps14","cluster4"
"1054","Psma7","cluster4"
"1055","Usmg5","cluster4"
"1056","Uqcrq","cluster4"
"1057","Uqcr10","cluster4"
"1058","Uqcr11","cluster4"
"1059","Psmb6","cluster4"
"1060","Psmb7","cluster4"
"1061","Snrpd3","cluster4"
"1062","Rbm8a","cluster4"
"1063","Rnf7","cluster4"
"1064","Ube2n","cluster4"
"1065","Tra2b","cluster4"
"1066","Mrpl18","cluster4"
"1067","Hprt","cluster4"
"1068","1110002B05Rik","cluster4"
"1069","Dek","cluster4"
"1070","Siva1","cluster4"
"1071","Anapc5","cluster4"
"1072","Nudt21","cluster4"
"1073","Srsf7","cluster4"
"1074","Nap1l1","cluster4"
"1075","Serbp1","cluster4"
"1076","Erh","cluster4"
"1077","Snrpf","cluster4"
"1078","Hsp90aa1","cluster4"
"1079","Hnrnpab","cluster4"
"1080","Ranbp1","cluster4"
"1081","Ywhaq","cluster4"
"1082","Vdac3","cluster4"
"1083","Smarca5","cluster4"
"1084","Dpy30","cluster4"
"1085","Ssrp1","cluster4"
"1086","Dtymk","cluster4"
"1087","Lsm2","cluster4"
"1088","Sumo3","cluster4"
"1089","Usp1","cluster4"
"1090","Hnrpdl","cluster4"
"1091","Stub1","cluster4"
"1092","Luc7l2","cluster4"
"1093","Gtf2a2","cluster4"
"1094","Atrx","cluster4"
"1095","Rdx","cluster4"
"1096","Sarnp","cluster4"
"1097","Bzw1","cluster4"
"1098","Psmb9","cluster4"
"1099","Glud1","cluster4"
"1100","C1d","cluster4"
"1101","Arf6","cluster4"
"1102","Snhg8","cluster4"
"1103","Plekhj1","cluster4"
"1104","Mbnl1","cluster4"
"1105","Zmat2","cluster4"
"1106","Dnajc8","cluster4"
"1107","Psmd13","cluster4"
"1108","Mrps16","cluster4"
"1109","Elof1","cluster4"
"1110","Magoh","cluster4"
"1111","Ddx39b","cluster4"
"1112","Anp32e","cluster4"
"1113","Nucks1","cluster4"
"1114","Dazap1","cluster4"
"1115","Uchl5","cluster4"
"1116","Strap","cluster4"
"1117","Eif6","cluster4"
"1118","Thoc7","cluster4"
"1119","Bcas2","cluster4"
"1120","Mlec","cluster4"
"1121","Pdcd5","cluster4"
"1122","Cyc1","cluster4"
"1123","Timm23","cluster4"
"1124","Trmt112","cluster4"
"1125","Ssr1","cluster4"
"1126","Dpm3","cluster4"
"1127","Ptges3","cluster4"
"1128","Polr2l","cluster4"
"1129","Cnbp","cluster4"
"1130","Bola2","cluster4"
"1131","Nhp2l1","cluster4"
"1132","Ncl","cluster4"
"1133","Set","cluster4"
"1134","H2afy","cluster4"
"1135","Nudc","cluster4"
"1136","Ndufab1","cluster4"
"1137","Emg1","cluster4"
"1138","Eif3c","cluster4"
"1139","Chchd1","cluster4"
"1140","Mgat2","cluster4"
"1141","Caprin1","cluster4"
"1142","Eif1ax","cluster4"
"1143","Txnl1","cluster4"
"1144","Psmc3","cluster4"
"1145","Cdc37","cluster4"
"1146","Nono","cluster4"
"1147","Ppig","cluster4"
"1148","Nol7","cluster4"
"1149","Phf5a","cluster4"
"1150","Cops6","cluster4"
"1151","Mrps17","cluster4"
"1152","Sephs2","cluster4"
"1153","Dcun1d5","cluster4"
"1154","Lyl1","cluster4"
"1155","Snf8","cluster4"
"1156","Psmd4","cluster4"
"1157","Esd","cluster4"
"1158","Psmd8","cluster4"
"1159","Uqcrc2","cluster4"
"1160","2810428I15Rik","cluster4"
"1161","Sfr1","cluster4"
"1162","Rbm25","cluster4"
"1163","Hnrnpc","cluster4"
"1164","Sfpq","cluster4"
"1165","Fam96a","cluster4"
"1166","Eif2s2","cluster4"
"1167","Bag1","cluster4"
"1168","Eif4h","cluster4"
"1169","Hnrnpm","cluster4"
"1170","Ewsr1","cluster4"
"1171","Txnl4a","cluster4"
"1172","Psmb8","cluster4"
"1173","Rps15a-ps4","cluster4"
"1174","Rpl31-ps12","cluster4"
"1175","Tgfb1","cluster4"
"1176","Cuta","cluster4"
"1177","Psmb4","cluster4"
"1178","Psma3","cluster4"
"1179","Sf3b5","cluster4"
"1180","Timm13","cluster4"
"1181","Taf9","cluster4"
"1182","Ppib","cluster4"
"1183","Bsg","cluster4"
"1184","Slc25a3","cluster4"
"1185","Atp5a1","cluster4"
"1186","Snrpd2","cluster4"
"1187","Hsp90ab1","cluster4"
"1188","Eef1g","cluster4"
"1189","Npm1","cluster4"
"1190","Eif3e","cluster4"
"1191","Tomm20","cluster4"
"1192","Swi5","cluster4"
"1193","Etfb","cluster4"
"1194","Park7","cluster4"
"1195","Ndufb5","cluster4"
"1196","Lsm4","cluster4"
"1197","Ndufc2","cluster4"
"1198","Ssb","cluster4"
"1199","Uqcrc1","cluster4"
"1200","Psma4","cluster4"
"1201","Cct7","cluster4"
"1202","Srsf6","cluster4"
"1203","Metap2","cluster4"
"1204","2410015M20Rik","cluster4"
"1205","Mrps24","cluster4"
"1206","Mrpl30","cluster4"
"1207","Ndufb2","cluster4"
"1208","Mrps33","cluster4"
"1209","Khdrbs1","cluster4"
"1210","Uqcrfs1","cluster4"
"1211","Gltscr2","cluster4"
"1212","Eif3m","cluster4"
"1213","Ndufs2","cluster4"
"1214","Polr2j","cluster4"
"1215","2310003F16Rik","cluster4"
"1216","Pdap1","cluster4"
"1217","Ndufb6","cluster4"
"1218","Ndufc1","cluster4"
"1219","Fkbp2","cluster4"
"1220","Ndufa5","cluster4"
"1221","Srrm2","cluster4"
"1222","Dnaja1","cluster4"
"1223","Dnaja2","cluster4"
"1224","H2-Ke2","cluster4"
"1225","Ndufs8","cluster4"
"1226","Pfdn2","cluster4"
"1227","Rheb","cluster4"
"1228","Smc3","cluster4"
"1229","Fus","cluster4"
"1230","Rbm17","cluster4"
"1231","Cisd2","cluster4"
"1232","Cnih4","cluster4"
"1233","Bcap31","cluster4"
"1234","BC056474","cluster4"
"1235","Papola","cluster4"
"1236","Hdac1","cluster4"
"1237","Tcea1","cluster4"
"1238","Rsrc2","cluster4"
"1239","Gnb1","cluster4"
"1240","Copz1","cluster4"
"1241","Cggbp1","cluster4"
"1242","Slc25a11","cluster4"
"1243","Hsd17b10","cluster4"
"1244","Kif5b","cluster4"
"1245","Ilk","cluster4"
"1246","Tm6sf1","cluster4"
"1247","Spg21","cluster4"
"1248","D11Wsu99e","cluster4"
"1249","Lsm14a","cluster4"
"1250","Zcrb1","cluster4"
"1251","Csnk2a1","cluster4"
"1252","Baz1a","cluster4"
"1253","Hnrnpul2","cluster4"
"1254","Pcnp","cluster4"
"1255","Mapk1","cluster4"
"1256","Actn4","cluster4"
"1257","Tmem179b","cluster4"
"1258","Ssna1","cluster4"
"1259","Anapc11","cluster4"
"1260","Arpc5l","cluster4"
"1261","Pole4","cluster4"
"1262","Rbbp4","cluster4"
"1263","Smc6","cluster4"
"1264","2700029M09Rik","cluster4"
"1265","Gmnn","cluster4"
"1266","Dnajc9","cluster4"
"1267","Rpa3","cluster4"
"1268","Dut","cluster4"
"1269","Tipin","cluster4"
"1270","Pcna","cluster4"
"1271","Csrp1","cluster4"
"1272","Ppil1","cluster4"
"1273","Srrm1","cluster4"
"1274","Ezh2","cluster4"
"1275","0610010K14Rik","cluster4"
"1276","Cbfb","cluster4"
"1277","Ggnbp2","cluster4"
"1278","Mapk14","cluster4"
"1279","Ccnl1","cluster4"
"1280","Azin1","cluster4"
"1281","2010107H07Rik","cluster4"
"1282","Cited2","cluster4"
"1283","Cd81","cluster4"
"1284","Mcee","cluster4"
"1285","Trappc4","cluster4"
"1286","Chst12","cluster4"
"1287","1700123O20Rik","cluster4"
"1288","Med8","cluster4"
"1289","Lrmp","cluster4"
"1290","B3gnt2","cluster4"
"1291","Hsbp1","cluster4"
"1292","Ndufa8","cluster4"
"1293","Tax1bp1","cluster4"
"1294","Spcs1","cluster4"
"1295","Psme2","cluster4"
"1296","Psme1","cluster4"
"1297","Arhgdia","cluster4"
"1298","Son","cluster4"
"1299","Serinc3","cluster4"
"1300","Sdhb","cluster4"
"1301","Mrpl20","cluster4"
"1302","Ndufb4","cluster4"
"1303","Ndufs7","cluster4"
"1304","Gng12","cluster4"
"1305","Pycard","cluster4"
"1306","Hbxip","cluster4"
"1307","Spop","cluster4"
"1308","Snrpc","cluster4"
"1309","Cwc15","cluster4"
"1310","Gng10","cluster4"
"1311","Celf2","cluster4"
"1312","Tbcb","cluster4"
"1313","Vps28","cluster4"
"1314","Tcf25","cluster4"
"1315","Vps29","cluster4"
"1316","Gtf2h5","cluster4"
"1317","Med28","cluster4"
"1318","Mrpl14","cluster4"
"1319","Syngr2","cluster4"
"1320","Fermt3","cluster4"
"1321","Dap","cluster4"
"1322","Timm8b","cluster4"
"1323","Ube2a","cluster4"
"1324","Tmed3","cluster4"
"1325","Rpia","cluster4"
"1326","Stk16","cluster4"
"1327","Pnp","cluster4"
"1328","Polr2k","cluster4"
"1329","1810009A15Rik","cluster4"
"1330","Cetn3","cluster4"
"1331","Mrps15","cluster4"
"1332","Polr2g","cluster4"
"1333","Tm9sf3","cluster4"
"1334","Romo1","cluster4"
"1335","Tram1","cluster4"
"1336","Cuedc2","cluster4"
"1337","Tmem160","cluster4"
"1338","2700060E02Rik","cluster4"
"1339","Ramp1","cluster4"
"1340","Zfp706","cluster4"
"1341","Erp29","cluster4"
"1342","Eif3a","cluster4"
"1343","Cct2","cluster4"
"1344","Cct5","cluster4"
"1345","Atp5g1","cluster4"
"1346","Krtcap2","cluster4"
"1347","Ssr4","cluster4"
"1348","Eif3i","cluster4"
"1349","Nop10","cluster4"
"1350","Eef1d","cluster4"
"1351","Tcp1","cluster4"
"1352","Cct4","cluster4"
"1353","Hsp90b1","cluster4"
"1354","Dad1","cluster4"
"1355","Canx","cluster4"
"1356","Spcs2","cluster4"
"1357","Pdia3","cluster4"
"1358","Tmed9","cluster4"
"1359","Ostc","cluster4"
"1360","AI662270","cluster4"
"1361","Cope","cluster4"
"1362","Napsa","cluster4"
"1363","2700094K13Rik","cluster4"
"1364","Igfbp4","cluster4"
"1365","Elane","cluster4"
"1366","Prtn3","cluster4"
"1367","Ms4a3","cluster4"
"1368","Sdf4","cluster4"
"1369","Fam173a","cluster4"
"1370","Sec62","cluster4"
"1371","Tmbim4","cluster4"
"1372","AI462493","cluster4"
"1373","Sh3bgrl","cluster4"
"1374","Impa2","cluster4"
"1375","Pcmt1","cluster4"
"1376","Chmp1a","cluster3"
"1377","Usp5","cluster3"
"1378","Cep110","cluster3"
"1379","Pnrc2","cluster3"
"1380","Brd4","cluster3"
"1381","Pdk3","cluster3"
"1382","Sap30","cluster3"
"1383","Vps36","cluster3"
"1384","Pih1d1","cluster3"
"1385","Mlf2","cluster3"
"1386","Pbrm1","cluster3"
"1387","Rnf26","cluster3"
"1388","Ccnb2","cluster3"
"1389","D2Ertd750e","cluster3"
"1390","Tpx2","cluster3"
"1391","Tacc3","cluster3"
"1392","Ncaph2","cluster3"
"1393","2610039C10Rik","cluster3"
"1394","Ccdc34","cluster3"
"1395","Rangap1","cluster3"
"1396","Dbf4","cluster3"
"1397","Ccna2","cluster3"
"1398","Cdk1","cluster3"
"1399","Kpna2","cluster3"
"1400","Casc5","cluster3"
"1401","Incenp","cluster3"
"1402","Racgap1","cluster3"
"1403","Aurkb","cluster3"
"1404","Kif15","cluster3"
"1405","Ncapd2","cluster3"
"1406","Kcnab2","cluster3"
"1407","Nptn","cluster3"
"1408","Usp25","cluster3"
"1409","2310045N01Rik","cluster3"
"1410","Fam122a","cluster3"
"1411","Bag6","cluster3"
"1412","Fmr1","cluster3"
"1413","2310003C23Rik","cluster3"
"1414","Akap13","cluster3"
"1415","Il10rb","cluster3"
"1416","Dcaf12","cluster3"
"1417","Snap23","cluster3"
"1418","Sbno1","cluster3"
"1419","Ddx6","cluster3"
"1420","Ppp2r5c","cluster3"
"1421","Slc38a2","cluster3"
"1422","Mrpl10","cluster3"
"1423","Cltc","cluster3"
"1424","2510039O18Rik","cluster3"
"1425","Wac","cluster3"
"1426","Tnrc6a","cluster3"
"1427","Vta1","cluster3"
"1428","Pum2","cluster3"
"1429","Irf2bp2","cluster3"
"1430","Adam10","cluster3"
"1431","Nufip2","cluster3"
"1432","Arhgef6","cluster3"
"1433","Cdipt","cluster3"
"1434","Acly","cluster3"
"1435","Adk","cluster3"
"1436","Maf1","cluster3"
"1437","Cdc40","cluster3"
"1438","BC003266","cluster3"
"1439","Psmd10","cluster3"
"1440","Wbp4","cluster3"
"1441","Zmat5","cluster3"
"1442","Deb1","cluster3"
"1443","Gm6222","cluster3"
"1444","Fip1l1","cluster3"
"1445","Wasf2","cluster3"
"1446","Pold4","cluster3"
"1447","A730098P11Rik","cluster3"
"1448","Commd6","cluster3"
"1449","Wls","cluster3"
"1450","Thoc2","cluster3"
"1451","Arid1a","cluster3"
"1452","Mapkapk2","cluster3"
"1453","Mrpl48","cluster3"
"1454","Ngdn","cluster3"
"1455","Cops3","cluster3"
"1456","Gtf2e2","cluster3"
"1457","Fuca2","cluster3"
"1458","Dap3","cluster3"
"1459","Stom","cluster3"
"1460","1810063B05Rik","cluster3"
"1461","Aggf1","cluster3"
"1462","Tomm34","cluster3"
"1463","Prpf38a","cluster3"
"1464","Ptpra","cluster3"
"1465","N4bp2l2","cluster3"
"1466","Wapal","cluster3"
"1467","Fbxw2","cluster3"
"1468","Otub1","cluster3"
"1469","Ptpn2","cluster3"
"1470","Nsd1","cluster3"
"1471","Eed","cluster3"
"1472","Top2b","cluster3"
"1473","Mrps23","cluster3"
"1474","Gins4","cluster3"
"1475","Cdc5l","cluster3"
"1476","Uba1","cluster3"
"1477","Rbbp6","cluster3"
"1478","Mospd3","cluster3"
"1479","Trpc4ap","cluster3"
"1480","Arhgef2","cluster3"
"1481","Cnot4","cluster3"
"1482","Ankrd13a","cluster3"
"1483","Ifnar2","cluster3"
"1484","Cyb5","cluster3"
"1485","Dph3","cluster3"
"1486","Brd2","cluster3"
"1487","Prpf38b","cluster3"
"1488","Sltm","cluster3"
"1489","Elf1","cluster3"
"1490","Golga7","cluster3"
"1491","Immp1l","cluster3"
"1492","Ntan1","cluster3"
"1493","Zranb2","cluster3"
"1494","G3bp2","cluster3"
"1495","Acp1","cluster3"
"1496","Prpf4b","cluster3"
"1497","Atp1b3","cluster3"
"1498","Nipsnap3b","cluster3"
"1499","Cs","cluster3"
"1500","Ncln","cluster3"
"1501","Psme3","cluster3"
"1502","Smn1","cluster3"
"1503","Emd","cluster3"
"1504","Glrx2","cluster3"
"1505","Sra1","cluster3"
"1506","Copa","cluster3"
"1507","Aup1","cluster3"
"1508","Vps25","cluster3"
"1509","Slc50a1","cluster3"
"1510","Tra2a","cluster3"
"1511","Sf1","cluster3"
"1512","Tpd52l2","cluster3"
"1513","Zcchc17","cluster3"
"1514","Pfdn4","cluster3"
"1515","Btf3l4","cluster3"
"1516","Smchd1","cluster3"
"1517","Xpo1","cluster3"
"1518","Btbd1","cluster3"
"1519","Uap1","cluster3"
"1520","Ube2e3","cluster3"
"1521","Psip1","cluster3"
"1522","Galnt1","cluster3"
"1523","Cul1","cluster3"
"1524","Mrpl13","cluster3"
"1525","Hnrnpr","cluster3"
"1526","Haus4","cluster3"
"1527","Cdca7l","cluster3"
"1528","Asf1a","cluster3"
"1529","Ubtf","cluster3"
"1530","Bcl7c","cluster3"
"1531","Cbx3","cluster3"
"1532","Wtap","cluster3"
"1533","Hnrnpl","cluster3"
"1534","Ilkap","cluster3"
"1535","Casp8","cluster3"
"1536","2610001J05Rik","cluster3"
"1537","Got2","cluster3"
"1538","Sdhc","cluster3"
"1539","Acsl5","cluster3"
"1540","Psmd2","cluster3"
"1541","Ubxn4","cluster3"
"1542","Lmo2","cluster3"
"1543","Luc7l3","cluster3"
"1544","Prrc2c","cluster3"
"1545","Bclaf1","cluster3"
"1546","Arf4","cluster3"
"1547","Rrbp1","cluster3"
"1548","Ndufs3","cluster3"
"1549","Sod2","cluster3"
"1550","Pdha1","cluster3"
"1551","Polr2i","cluster3"
"1552","Ghitm","cluster3"
"1553","Ap1s1","cluster3"
"1554","Itgb1","cluster3"
"1555","Mrps18a","cluster3"
"1556","Eif2a","cluster3"
"1557","Ddb1","cluster3"
"1558","Pkig","cluster3"
"1559","Denr","cluster3"
"1560","Ahsa1","cluster3"
"1561","Suclg1","cluster3"
"1562","Cnpy2","cluster3"
"1563","Spcs3","cluster3"
"1564","Mrpl17","cluster3"
"1565","Etfa","cluster3"
"1566","Mat2a","cluster3"
"1567","Eif4e","cluster3"
"1568","Ndufa9","cluster3"
"1569","Naa10","cluster3"
"1570","Stoml2","cluster3"
"1571","Usp14","cluster3"
"1572","Eif2s1","cluster3"
"1573","Sdha","cluster3"
"1574","Dnajc3","cluster3"
"1575","Glrx3","cluster3"
"1576","Prmt1","cluster3"
"1577","Psmd7","cluster3"
"1578","Ppid","cluster3"
"1579","St13","cluster3"
"1580","Clns1a","cluster3"
"1581","Stip1","cluster3"
"1582","Vars","cluster3"
"1583","Mrps26","cluster3"
"1584","Snhg6","cluster3"
"1585","Kpnb1","cluster3"
"1586","Snrnp25","cluster3"
"1587","1110004F10Rik","cluster3"
"1588","Ormdl2","cluster3"
"1589","Hdac2","cluster3"
"1590","Snrpa1","cluster3"
"1591","Uchl3","cluster3"
"1592","Mrpl40","cluster3"
"1593","Exosc7","cluster3"
"1594","Hmbs","cluster3"
"1595","Dcps","cluster3"
"1596","Tardbp","cluster3"
"1597","Rps19bp1","cluster3"
"1598","Rbck1","cluster3"
"1599","Chrac1","cluster3"
"1600","Jtb","cluster3"
"1601","Hadha","cluster3"
"1602","Samm50","cluster3"
"1603","Ppih","cluster3"
"1604","Aarsd1","cluster3"
"1605","Osgep","cluster3"
"1606","Prdx3","cluster3"
"1607","Ruvbl2","cluster3"
"1608","Idh3b","cluster3"
"1609","Actl6a","cluster3"
"1610","Srpr","cluster3"
"1611","2810021B07Rik","cluster3"
"1612","Sdf2","cluster3"
"1613","Znrd1","cluster3"
"1614","Taf1d","cluster3"
"1615","Abcf1","cluster3"
"1616","Aamp","cluster3"
"1617","Copb1","cluster3"
"1618","Hibadh","cluster3"
"1619","Mrpl55","cluster3"
"1620","2610029G23Rik","cluster3"
"1621","Exosc3","cluster3"
"1622","l7Rn6","cluster3"
"1623","0610012G03Rik","cluster3"
"1624","H47","cluster3"
"1625","Bet1","cluster3"
"1626","Gmps","cluster3"
"1627","Erp44","cluster3"
"1628","Tsn","cluster3"
"1629","Os9","cluster3"
"1630","Tmem66","cluster3"
"1631","Parl","cluster3"
"1632","Aldh9a1","cluster3"
"1633","Mrpl44","cluster3"
"1634","Prkcsh","cluster3"
"1635","Eny2","cluster3"
"1636","Morf4l2","cluster3"
"1637","Myb","cluster3"
"1638","Nudcd2","cluster3"
"1639","Mosc2","cluster3"
"1640","Edem2","cluster3"
"1641","Nars","cluster3"
"1642","Pam16","cluster3"
"1643","Mrpl21","cluster3"
"1644","Immt","cluster3"
"1645","Fdps","cluster3"
"1646","3110001D03Rik","cluster3"
"1647","Yif1b","cluster3"
"1648","Hadhb","cluster3"
"1649","Tmem85","cluster3"
"1650","Tmem33","cluster3"
"1651","Hdlbp","cluster3"
"1652","Acat1","cluster3"
"1653","Magt1","cluster3"
"1654","Acaa2","cluster3"
"1655","Imp4","cluster3"
"1656","Ubap2l","cluster3"
"1657","Sart1","cluster3"
"1658","Pin4","cluster3"
"1659","Ppp2ca","cluster3"
"1660","Ywhag","cluster3"
"1661","Arl6ip5","cluster3"
"1662","Fam174a","cluster3"
"1663","Ninj1","cluster3"
"1664","Cnpy3","cluster3"
"1665","Fam125a","cluster3"
"1666","Psmd1","cluster3"
"1667","Hnrnpd","cluster3"
"1668","Pabpn1","cluster3"
"1669","Supt16h","cluster3"
"1670","Nudt5","cluster3"
"1671","Mbd3","cluster3"
"1672","Mrps7","cluster3"
"1673","Fh1","cluster3"
"1674","Umps","cluster3"
"1675","Rrp7a","cluster3"
"1676","Paics","cluster3"
